Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,New_Std Value
CHEMBL3654286,Cc1nn(C2CN(C)C2)c2c1C(c1ccc(Cl)cc1)N(c1cc(C)c3nnc(C)n3c1)C2=O,IC50,77.0,nM,77.0
CHEMBL4748580,Cc1cc(-c2ccc3nc(-c4cnn(CC(C)(C)O)c4)nc(N4CCOC[C@@H]4c4ccccc4)c3c2)cn(C)c1=O,Kd,100.0,nM,58.5
CHEMBL3087053,Cc1cc(/N=N/c2ccc(S(=O)(=O)NCc3ccc(C(F)(F)F)cc3)cc2)cc(C)c1O,Ki,100000.0,nM,100000.0
CHEMBL3087051,Cc1cc(/N=N/c2cccc(S(=O)(=O)Nc3ccccn3)c2)cc(C)c1O,Ki,40360.0,nM,23165.0
CHEMBL3086884,Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)c(N)c(C)c1O,Ki,150.0,nM,247.12
CHEMBL3087048,Cc1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc(Br)c1O,Ki,2790.0,nM,3635.0
CHEMBL4759383,CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1Cc1ccc(C(C)(C)C)cc1,IC50,910.0,nM,910.0
CHEMBL4791990,O=C(CCCCOc1ccccc1C(=O)Nc1cccc2[nH]cnc12)NO,IC50,260.0,nM,260.0
CHEMBL2349359,O=C(Nc1cc(-c2csc(=O)[nH]2)ccc1NS(=O)(=O)c1cccs1)C1CCCC1,IC50,2500.0,nM,2500.0
CHEMBL2349361,O=C(Nc1cc(NS(=O)(=O)c2cccs2)cc(-c2csc(=O)[nH]2)c1)c1cccs1,IC50,230.0,nM,230.0
CHEMBL2349355,Nc1cc(NS(=O)(=O)c2cccs2)cc(-c2csc(=O)[nH]2)c1,IC50,2600.0,nM,2600.0
CHEMBL3410008,Cc1c(NC(=O)c2cccs2)cc(-c2csc(=O)[nH]2)cc1S(=O)(=O)NC1CCCC1,IC50,790.0,nM,790.0
CHEMBL3654307,COc1ncccc1-n1nc(C)c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(Cl)cc1F,IC50,29.0,nM,29.0
CHEMBL3978817,Cn1cc(-c2cc(S(C)(=O)=O)ccc2NCC2CC2)c2cc[nH]c2c1=O,IC50,20.0,nM,13.625
CHEMBL4214501,CCS(=O)(=O)Nc1ccc2c(c1)-c1c[nH]c(=O)c3c1c(cn3C)CN2c1ccccn1,Ki,2.7,nM,10.35
CHEMBL3654312,Cc1nn(C(C)C)c2c1[C@@H](c1ccc(Cl)cc1F)N(c1cc(C)c3nnc(C)n3c1)C2=O,IC50,29.0,nM,29.0
CHEMBL3654296,COc1ncccc1-n1nc(C)c2c1C(=O)N(c1cc(C)c3nnc(C)n3c1)C2c1ccc(F)cc1F,IC50,58.0,nM,58.0
CHEMBL4634311,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2cccc3cc[nH]c23)c1=O,IC50,25118.86,nM,12609.43
CHEMBL4643683,CNC(=O)c1cc(C(=O)NC)c(=O)n(Cc2ccccc2)c1,IC50,158.49,nM,4042.7349999999997
CHEMBL4633275,CCNC(=O)c1cc(C(=O)NC)c(=O)n(Cc2ccccc2)c1,IC50,158.49,nM,7995.5599999999995
CHEMBL3775058,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(Cl)cc1,IC50,2600.0,nM,2100.0
CHEMBL4649746,CNC(=O)c1cc(C(=O)NC2CC2)cn(CC2CCCCO2)c1=O,IC50,398.11,nM,16010.445
CHEMBL4645567,CNC(=O)c1cccc2c1O[C@@H](C)[C@H]2c1ccccc1,IC50,2511.89,nM,2511.89
CHEMBL4647520,CNC(=O)c1cc(C(=O)NC)c2c(c1)[C@H](c1ccccc1)[C@@H](C)O2,IC50,12589.25,nM,6310.435
CHEMBL3780301,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4cccc(Cl)c4)ccc1c23,IC50,3740.0,nM,3740.0
CHEMBL3234252,CCN1C(=O)c2cccc3c(S(=O)(=O)NC4CCN(C(C)=O)CC4)ccc1c23,IC50,7550.0,nM,7550.0
CHEMBL3780518,CCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC(C)C,IC50,30000.0,nM,30000.0
CHEMBL3781513,CCCCCNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)N2CC,IC50,1500.0,nM,1500.0
CHEMBL4540207,Cc1nnc(C[C@@H]2N=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc32)o1,IC50,20.0,nM,20.0
CHEMBL3786728,Cc1c2c(cn1C)-n1c(C)nnc1[C@H](CC(=O)N1CC3(CCS3(=O)=O)C1)N=C2c1ccc(Cl)cc1,IC50,20.0,nM,20.0
CHEMBL3786682,Cn1cc2c3c(c[nH]c(=O)c31)CN(c1ccccn1)c1ccc(CS(C)(=O)=O)cc1-2,IC50,1.1,nM,1.4000000000000001
CHEMBL4444009,Cn1cc2c3c(c[nH]c(=O)c31)CN(c1ccc(F)cc1F)c1ccc(CS(C)(=O)=O)cc1-2,IC50,2.0,nM,1.9
CHEMBL4570622,CC(=O)N1c2ccc(-c3ccc(C#N)cc3)cc2[C@H](Nc2ncccc2F)[C@@H](C)[C@@H]1C1CC1,IC50,100.0,nM,100.0
CHEMBL4545991,CC(=O)N1c2ccc(-c3ccc(-c4cnn(C5CC5)c4)c(OC[C@H]4CC4(F)F)c3)cc2CC[C@H]1C,IC50,50.0,nM,75.0
CHEMBL3356563,Cc1noc(C)c1-c1ccc(-c2nc3ccc(C(=O)O)cn3c2NC(C)(C)C)cc1,IC50,968.0,nM,968.0
CHEMBL3356562,COC(=O)c1ccc2nc(-c3ccc(-c4c(C)noc4C)cc3)c(NC(C)(C)C)n2c1,IC50,1620.0,nM,1620.0
CHEMBL3356554,CCOC(=O)CNc1c(-c2ccc(-c3c(C)noc3C)cc2)nc2cnccn12,IC50,4530.0,nM,4530.0
CHEMBL3356544,Cc1ccc2nc(-c3ccc(-c4c(C)noc4C)cc3)c(NCc3ccccc3)n2c1,IC50,100000.0,nM,100000.0
CHEMBL4457805,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3c(C)cccc3C)cn(C)c(=O)c2[nH]1,Ki,22.0,nM,6011.0
CHEMBL4483338,CCNC(=O)c1cc2c(-c3cc(S(C)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,Ki,1.2,nM,70.6
CHEMBL4461291,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3cc(C)cc(C)c3)cn(C)c(=O)c2[nH]1,Ki,8.3,nM,4.5
CHEMBL4466553,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCN4CCCC4)c(C)c3)nc2c1,IC50,1160.0,nM,590.0
CHEMBL3781095,CCN1C(=O)c2cccc3c(NS(=O)(=O)c4cccc(Cl)c4Cl)ccc1c23,IC50,2550.0,nM,2550.0
CHEMBL3780491,CCN1C(=O)c2cccc3c(NS(=O)(=O)Cc4ccc(F)cc4)ccc1c23,IC50,4900.0,nM,4900.0
CHEMBL4467887,O=C(CCNC1=NS(=O)(=O)c2ccccc21)Nc1ccc(Cl)c(S(=O)(=O)N2CCCC2)c1,IC50,50118.72,nM,50118.72
CHEMBL4520352,Cc1ccc(NC(=O)CN2C(=O)NC(Cc3ccccc3)C2=O)cc1S(=O)(=O)N1CCCCC1,IC50,50118.72,nM,50118.72
CHEMBL4473637,CC1(C2CC2)NC(=O)N(CC(=O)Nc2ccc(Cl)c(S(=O)(=O)N3CCCCC3)c2)C1=O,IC50,10000.0,nM,40349.61
CHEMBL1608898,CN(C)S(=O)(=O)c1cc(NC(=O)CN2C(=O)NC3(CCCc4ccccc43)C2=O)ccc1Cl,IC50,50118.72,nM,50118.72
CHEMBL4082889,CCOc1cc(=O)n(C)cc1-c1cc(NS(=O)(=O)CC)ccc1Oc1ccc(F)cc1F,EC50,39.0,nM,22.05
CHEMBL4072399,CCOc1cc(=O)n(C)cc1-c1cc(NS(=O)(=O)CC)ccc1OC1CCC(F)(F)CC1,EC50,390.0,nM,250.0
CHEMBL4101187,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)cc2OCC(C)(C)O)c1,EC50,1100.0,nM,585.5
CHEMBL4435128,Cc1nnc2n1-c1sc(C#CCN(C)C)c(Cc3ccccc3)c1COC2,Ki,92.0,nM,181.0
CHEMBL4475739,Cc1nnc2n1-c1sc(C3CCOCC3)c(Cc3ccccc3)c1COC2,IC50,8100.0,nM,5450.0
CHEMBL4463778,Cc1nnc2n1-c1sc(C#Cc3ccccn3)c(Cc3ccccc3)c1COC2,IC50,13.0,nM,7.85
CHEMBL4288575,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCN(C)C)CC3)nc(Nc3ccc(Cl)cc3)c2c1,Kd,2600.0,nM,2600.0
CHEMBL4581033,Cc1noc(C)c1-c1nc2sc3c(c2c(=O)[nH]1)CCN(CC(=O)Nc1ccccc1N)C3,IC50,10000.0,nM,10000.0
CHEMBL4289556,Cc1noc(C)c1-c1ccc2nc(-c3cnn(CCO)c3)nc(N3CCOCC3c3ccccc3)c2c1,Kd,66.0,nM,67.5
CHEMBL4522212,CCS(=O)(=O)Cc1ccc(Oc2ccc(F)cc2F)c(-c2cc(C)c3c(=O)[nH]ccn23)c1,IC50,4.7,nM,6.050000000000001
CHEMBL4553526,Cc1cc(-c2ccccc2Oc2ccccc2)n2cc[nH]c(=O)c12,IC50,4500.0,nM,3050.0
CHEMBL4581846,CC(=O)N[C@H]1CC[C@@H](Cn2c(-c3cc(C)c(O)c(C)c3)nc3ccccc32)CC1,IC50,501.19,nM,501.19
CHEMBL4553071,Cn1cc(-c2nc3ccccc3n2CC2CCN(C(=O)CO)CC2)ccc1=O,IC50,7943.28,nM,7943.28
CHEMBL4570497,Cc1cc(-c2nc3ccccc3n2C[C@H]2CC[C@H](O)CC2)cn(C)c1=O,IC50,79.43,nM,79.43
CHEMBL4579454,Cc1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccn2)n2cc[nH]c(=O)c12,IC50,27.3,nM,26.6
CHEMBL4126819,Cc1noc(C)c1-c1cc(O)cc(CN2CCN(C)CC2)c1,IC50,1230.27,nM,1230.135
CHEMBL4592260,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCN(C)C4)cc(C)c1OCc1ccc(C(=O)NO)cc1,IC50,1770.0,nM,1770.0
CHEMBL3967244,Oc1nc(-c2ccccc2)nc2sc3c(c12)CCCC3,IC50,10000.0,nM,10000.0
CHEMBL4069813,Cc1cc(-c2nc3sc4c(c3c(=O)[nH]2)CCCC4)cc(C)c1O,IC50,1810.0,nM,4370.0
CHEMBL4449280,COC(=O)CN1CCc2c(sc3nc(-c4c(C)noc4C)[nH]c(=O)c23)C1,IC50,6680.0,nM,6680.0
CHEMBL4635275,CNC(=O)c1cc(C(N)=O)cn(Cc2ccccc2)c1=O,IC50,316.23,nM,4150.224999999999
CHEMBL4854720,CNC(=O)N1N=C(c2ccc(N3CCN(C(=O)COCCOCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C,IC50,9.9,nM,59.225
CHEMBL4851953,CNC(=O)N1N=C(c2ccc(N3CCN(C(=O)COCCOCCOCCOCC(=O)Nc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)cc2)c2cc(OC)c(OC)cc2C[C@@H]1C,IC50,18.6,nM,48.5
CHEMBL4790505,CN1Cc2cc(N=[S@@](C)(=O)c3ccccc3)ccc2NC1=O,IC50,500.0,nM,750.0
CHEMBL4855116,[2H]C([2H])([2H])c1nnn(C)c1-c1cnc2c3c(F)cc(C(C)(C)O)cc3n([C@H](c3cc(C)on3)C3CCOCC3)c2c1,IC50,2.8,nM,2.8
CHEMBL4763016,CN1C(=O)c2c(F)cccc2Oc2cc(N[C@H]3CC[C@H](O)CC3)ncc21,IC50,1270.0,nM,465.0
CHEMBL4796417,CN1C(=O)c2ccccc2Oc2cc(N[C@H]3CC[C@H](O)CC3)ncc21,EC50,2700.0,nM,6035.0
CHEMBL4800629,CCO[C@H]1CC[C@H](Nc2cc3c(cn2)N(C)C(=O)c2ccccc2N3C)CC1,EC50,2740.0,nM,6365.0
CHEMBL4747052,CN1C(=O)c2ccccc2N(C)c2cc(N[C@H]3CC[C@@H](O)CC3)ncc21,EC50,3070.0,nM,4990.0
CHEMBL4788469,CN1C(=O)c2ccccc2N(C)c2cc(N[C@H]3CC[C@H](O)CC3)ncc21,EC50,2110.0,nM,2743.3333333333335
CHEMBL4787240,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3C(=O)NC3CCCCC3)c2[nH]c1=O,IC50,794.33,nM,25456.525
CHEMBL4760227,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3C(=O)NC3CCCC3)c2[nH]c1=O,IC50,2511.89,nM,21161.305
CHEMBL4752082,Cc1cc2ccnc(N[C@@H]3CCNC[C@H]3C(=O)NC3CCOCC3)c2[nH]c1=O,IC50,2511.89,nM,7550.57
CHEMBL4785142,CO[C@@H](C)CNC(=O)[C@@H]1CNCC[C@H]1Nc1nccc2cc(C)c(=O)[nH]c12,IC50,31622.78,nM,19783.03
CHEMBL2179389,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)CN(C)C(=O)N3)cc1,IC50,390.0,nM,390.0
CHEMBL4448398,C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,Ki,7.943,nM,90.68050000000001
CHEMBL4436251,Cc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,Ki,15.85,nM,106.3
CHEMBL4519518,C[C@@H]1C(=O)N(C)CCN1CCOc1ccc(C2CCN(c3ccc4nncn4n3)CC2)cc1,Ki,2511.89,nM,2637.9266666666667
CHEMBL4646882,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C(C)C,IC50,2380.0,nM,2380.0
CHEMBL4171109,COc1cc2c(cc1-c1c(C)noc1C)[nH]c1nc(C)nc(Nc3cc(C)nn3C(C)(C)C)c12,Ki,1.0,nM,2.7
CHEMBL4174543,CCn1nc(C)cc1Nc1nc(C)nc2[nH]c3cc(-c4c(C)noc4C)c(OC)cc3c12,Ki,3.4,nM,10.1
CHEMBL4455895,O=c1[nH]c2ccc(NS(=O)(=O)c3ccccc3Cl)cc2c2ccccc12,IC50,1250.0,nM,1250.0
CHEMBL2393130,COc1cc(OC)c2c(=O)[nH]c(-c3cc(C)c(OCCO)c(C)c3)nc2c1,IC50,1800.0,nM,1895.4473076923075
CHEMBL4555757,C[C@@H]1CCN(S(=O)(=O)c2cc(NC(=O)CN3C(=O)CNC3=O)ccc2Cl)C1,IC50,50118.72,nM,50118.72
CHEMBL4464057,O=C(CN1C(=O)CNC1=O)Nc1ccc(Cl)c(S(=O)(=O)N2CCC3(CC3)C2)c1,IC50,50118.72,nM,50118.72
CHEMBL4464650,C[C@@H]1CN(S(=O)(=O)c2cc(NC(=O)CN3C(=O)CNC3=O)ccc2Cl)C[C@H]1C,IC50,19952.62,nM,19952.62
CHEMBL4589461,C[C@H]1CCN(S(=O)(=O)c2cc(NC(=O)Cn3c(=O)[nH]c4ccccc43)ccc2Br)C1,IC50,50118.72,nM,50118.72
CHEMBL4518862,CCN1CCc2c(nnn2CC(=O)Nc2ccc(Br)c(S(=O)(=O)N3CC[C@H](C)C3)c2)C1,IC50,31622.78,nM,31622.78
CHEMBL4633358,CNCCCOc1cc2c(cc1-c1c(C)noc1C)ncc1c2n(C(C)c2ccccn2)c(=O)n1C,IC50,25118.86,nM,13059.43
CHEMBL4635126,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCCO)n(C(C)c1ccccn1)c(=O)n3C,IC50,501.19,nM,3405.3799999999997
CHEMBL4640928,Cc1noc(C)c1-c1cc2ncc3c(c2cc1OCCN)n(C(C)c1ccccn1)c(=O)n3C,IC50,31622.78,nM,16440.855
CHEMBL4441257,C=CCCn1cc(-c2ccc(Cl)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,IC50,5000.0,nM,5000.0
CHEMBL4855373,COCC(C)n1c(C2CCOCC2)nc2cnc3cc(-c4c(C)noc4C)c(OC)cc3c21,IC50,125.89,nM,208.0
CHEMBL4874790,COCCNc1nc2cnc3cc(-c4c(C)noc4C)c(OC)cc3c2n1Cc1ccccn1,IC50,398.11,nM,176.57666666666668
CHEMBL4864056,CCCC(C)n1c(=O)[nH]c2cnc3cc(-c4c(C)noc4C)c(OC)cc3c21,IC50,125.89,nM,125.89
CHEMBL4862592,COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(C)n(Cc3ccccn3)c12,IC50,39.81,nM,39.81
CHEMBL4862999,CCc1nc2cnc3cc(-c4c(C)noc4C)c(OC)cc3c2n1Cc1ccccn1,IC50,31.62,nM,95.055
CHEMBL4849704,COc1cc2c(cc1-c1c(C)noc1C)ncc1nc(C3CCOCC3)n(CC3CC3)c12,IC50,125.89,nM,812.46
CHEMBL4793356,CC[C@@H]1c2nnc(C)n2-c2cnc(Nc3ccccc3OC)nc2N1Cc1ccc(F)cc1,IC50,857.0,nM,857.0
CHEMBL4440829,C=CCCn1cc(-c2cnc(OCC)c(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,IC50,6300.0,nM,6950.0
CHEMBL4576135,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCOCCOCCNC(=O)CS(=O)(=O)O)c1nnc(C)n1-2,IC50,10000.0,nM,10000.0
CHEMBL4635134,CNC(=O)c1cc(C(=O)NC2CC2)cn(Cc2ccccc2)c1=O,IC50,15848.93,nM,6236.184444444445
CHEMBL4638747,CNC(=O)c1cc(C(=O)NC2CCC2)cn(Cc2ccccc2)c1=O,IC50,100.0,nM,10026.31
CHEMBL4203571,COc1cc(C(=O)NCCc2ccccc2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,IC50,183.0,nM,183.0
CHEMBL4210414,COc1cc(C(=O)NC2CCCCC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)[C@H](C)C(=O)N2C,IC50,107.0,nM,107.0
CHEMBL4212237,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C(C)C)[C@H](CC(C)C)C(=O)N2C,IC50,41900.0,nM,41900.0
CHEMBL4451111,Cc1cc(C)cc(Oc2nccc(-c3c(C(C)C)nnn3C3CCN(C(=N)N)CC3)n2)c1,IC50,100000.0,nM,100000.0
CHEMBL4559894,Cc1cc(C)cc(Oc2cccc(-c3c(C)nnn3C3CCN(C(=N)N)CC3)n2)c1,IC50,3600.0,nM,1835.0
CHEMBL4443374,Cc1cc(C)cc(Oc2cncc(-c3c(C)nnn3C3CCN(C(=N)N)CC3)c2)c1,IC50,100000.0,nM,100000.0
CHEMBL4572998,Cc1cc(C)cc(Oc2ccnc(-c3c(C)nnn3C3CCN(C(=N)N)CC3)c2)c1,IC50,100000.0,nM,100000.0
CHEMBL4435166,CCNC(=O)c1cc2c(-c3cc(NC(C)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,Ki,0.5,nM,38.25
CHEMBL4449740,CCNC(=O)c1ccc(Oc2c(C)cccc2C)c(-c2cn(C)c(=O)c3[nH]c(C(=O)NCC)cc23)c1,Ki,1.8,nM,65.9
CHEMBL4471851,CCNC(=O)c1cc2c(-c3cc(S(N)(=O)=O)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,Ki,66.0,nM,33.55
CHEMBL4465299,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3N3CCc4cccc(C)c43)cn(C)c(=O)c2[nH]1,Ki,9.0,nM,4.75
CHEMBL4454597,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3ccc(F)cc3F)cn(C)c(=O)c2[nH]1,Ki,6.6,nM,3.65
CHEMBL4462804,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,Ki,120.0,nM,60.55
CHEMBL4176830,Cc1ccc([C@H](C)Nc2ccc3c(c2)N(C2CC2)C(C)C(=O)N3C)c(C)c1,IC50,100.0,nM,100.0
CHEMBL4170812,CCCC(Nc1ccc2c(c1)N(C1CC1)C(C)C(=O)N2C)c1ccccc1,IC50,610.0,nM,610.0
CHEMBL4172674,CCN1C(=O)C(C)N(C2CCCC2)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc21,IC50,760.0,nM,760.0
CHEMBL4168169,Cc1ccc([C@H](C)Nc2ccc3c(c2)N(C2CC2)[C@H](C)C(=O)N3C)c(C)c1,IC50,45.0,nM,45.0
CHEMBL4163999,COc1ccccc1Nc1ccc2c(c1)N(C)[C@@H](C)C(=O)N2C,IC50,1000.0,nM,1000.0
CHEMBL4582177,CN1CC(CCn2c3c(c4ccccc42)C(=O)NCC3)CC1=O,IC50,79000.0,nM,79000.0
CHEMBL4460549,CCS(=O)(=O)Nc1ccc(Oc2ccc(C(C)C)cc2)c(-c2cn(C)c(=O)c3cncn23)c1,IC50,36.0,nM,42.5
CHEMBL4537054,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2cccc(Br)c2)n2cncc2c1=O,IC50,61.0,nM,59.0
CHEMBL4083819,CCOc1cc(=O)n(C)cc1-c1cc(NS(=O)(=O)CC)ccc1Oc1ccc(OC(F)(F)F)cc1,Ki,5.5,nM,107.75
CHEMBL4083186,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)cc2OC2COC2)c1,Ki,9.0,nM,28.5
CHEMBL4068991,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCc1ccccc1O2,Ki,7.3,nM,16.65
CHEMBL4075776,CCS(=O)(=O)Nc1cnc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,Ki,3.4,nM,6.3500000000000005
CHEMBL4070131,COc1cc(=O)n(C)cc1-c1ccccc1Oc1ccccc1,EC50,2800.0,nM,1625.0
CHEMBL4101823,CCOc1cc(=O)n(C)cc1-c1cc(NS(=O)(=O)CC)ccc1Oc1ccc(C#N)cc1,EC50,55.0,nM,35.5
CHEMBL4290047,Cc1noc(C)c1-c1ccc2nc(N3CCN(CC(=O)N(C)C)CC3)nc(NCc3cccc(Cl)c3)c2c1,Kd,73.0,nM,73.0
CHEMBL4291670,Cc1noc(C)c1-c1ccc2nc(C(=O)Nc3cnn(C)c3)nc(NCc3cccc(Cl)c3)c2c1,Kd,290.0,nM,290.0
CHEMBL4288569,CN(C)CCN1CCN(c2nc(NCc3cccc(Cl)c3)c3cc(-c4ccc(=O)n(C)c4)ccc3n2)CC1,Kd,44.0,nM,37.333333333333336
CHEMBL4294022,Cc1noc(C)c1-c1ccc2nc(N3CCN(CCN(C)C)CC3)nc(N3CCOCC3c3ccccc3)c2c1,Kd,28.0,nM,28.0
CHEMBL4452861,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3C(C)(C)C)cn(C)c(=O)c2[nH]1,Ki,15.0,nM,207.5
CHEMBL4452278,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC34CC(C3)C4)cc12,Ki,440.0,nM,220.65
CHEMBL4061691,CN1C[C@@H](Nc2cnn(C)c(=O)c2Cl)C[C@@H](c2ccccc2)C1,IC50,50118.72,nM,50118.72
CHEMBL4068021,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1c[nH]c3ccccc13)n2CCN1CCOCC1,IC50,10100.0,nM,10100.0
CHEMBL4092184,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1cccnc1)n2CCN1CCOCC1,IC50,5800.0,nM,5800.0
CHEMBL4086937,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1ccc(OC(F)(F)F)cc1)n2CCN1CCOCC1,IC50,18500.0,nM,18500.0
CHEMBL4075074,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1ccc(OC(C)C)cc1)n2CCN1CCOCC1,IC50,4500.0,nM,4500.0
CHEMBL4066476,CCOc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2CCN2CCOCC2)cc1,IC50,6600.0,nM,6600.0
CHEMBL4095141,COc1ccccc1CCc1nc2cc(-c3c(C)noc3C)ccc2n1CCN1CCOCC1,IC50,13900.0,nM,13900.0
CHEMBL4130228,COc1ccccc1C(O)c1cc(O)cc(-c2c(C)noc2C)c1,IC50,269.15,nM,269.575
CHEMBL4457319,COc1cc(C(=O)N2CCC(O)CC2)ccc1Nc1cc2c(cc1C)N(C)C(=O)[C@@H](C)N2C1CCCC1,IC50,2100.0,nM,2100.0
CHEMBL4633353,CNC(=O)c1cccn(Cc2ccccc2)c1=O,IC50,1258.93,nM,3487.0466666666666
CHEMBL4646666,CNC(=O)c1cc(C(=O)N[C@H]2C[C@H](O)C2)cc2c1O[C@H](CF)[C@H]2c1ccccc1,IC50,79.43,nM,15851.105
CHEMBL4647044,CNC(=O)c1cc(C(=O)N[C@@H]2C[C@H]2CO)cc2c1O[C@H](CF)[C@H]2c1ccccc1,IC50,19.95,nM,7934.4400000000005
CHEMBL4648736,CCNC(=O)c1cc(C(=O)NC)c2c(c1)[C@H](c1ccccc1)[C@@H](C)O2,IC50,39.81,nM,19925.265
CHEMBL4282396,CCn1cnc2c1c(=O)[nH]c(=O)n2Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1,IC50,398.11,nM,354.055
CHEMBL4075567,CCS(=O)(=O)c1ccc2c(c1)-c1cn(C)c(=O)cc1OCCCCc1cc(Cl)ccc1O2,IC50,0.93,nM,6.31
CHEMBL3955571,Cn1cc(-c2cc(C(=O)NCc3cccnc3)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,Ki,72.5,nM,92.25
CHEMBL3948752,Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,Ki,16.7,nM,13.1
CHEMBL3913327,Cc1ccc(S(=O)(=O)n2ccc3c(-c4cc(NS(C)(=O)=O)ccc4Oc4ccccc4)cn(C)c(=O)c32)cc1,Ki,119.0,nM,98.15
CHEMBL3902238,CCOc1cc(=O)n(C)cc1-c1cc(N(Cc2cnccn2)S(=O)(=O)CC)ccc1Oc1ccc(F)cc1F,Ki,28.9,nM,111.45
CHEMBL3905932,Cn1cc(-c2cc(C(=O)O)ccc2Oc2ccccc2)c2cc[nH]c2c1=O,Ki,8.6,nM,12.0
CHEMBL3940693,Cn1cc(-c2cc(NS(=O)(=O)CCN3CCOCC3)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,Ki,30.7,nM,29.299999999999997
CHEMBL3966441,Cn1cc(-c2cc(CS(=O)(=O)c3ccccc3)ccc2Oc2ccc(F)cc2F)c2cc[nH]c2c1=O,Ki,63.9,nM,73.05
CHEMBL3922190,Cn1cc(-c2cc(S(=O)(=O)N3CC(F)(F)C3)ccc2OCC2CC2)c2cc[nH]c2c1=O,Ki,6.5,nM,28.2
